customer_id,last_purchase,first_purchase,frequency,monetary,total_revenue,total_items,recency,customer_tenure_days,velocity_decay_ratio,category_hhi,spend_cv,country_count,primary_country,avg_items_per_order,return_rate,cancellation_rate
13674,2010-10-03 10:41:00,2010-10-03 10:41:00,1,17.19142857142857,240.68,102,433,0,1.0,0.29591836734693877,0.16866662789639816,1,United Kingdom,102.0,1.9149366012364744e-06,1.8646975460580295e-05
13675,2011-07-11 12:57:00,2011-02-28 12:14:00,2,19.472800000000003,486.82000000000005,330,151,133,1.0,0.26400000000000007,0.4073088359351321,1,United Kingdom,165.0,0.0,0.0
13676,2010-06-18 17:30:00,2010-03-30 16:53:00,2,18.76153846153846,243.9,104,539,80,0.0,0.2071005917159764,0.9044871386198382,1,United Kingdom,52.0,1.9149366012364744e-06,1.8646975460580295e-05
13677,2010-10-31 11:32:00,2010-07-07 17:25:00,2,5.19803738317757,556.1899999999999,218,405,115,1.0,0.2589745829330072,1.1992548904539135,1,United Kingdom,109.0,0.0,0.0
13678,2011-07-11 10:14:00,2011-07-11 10:14:00,1,14.5375,232.6,924,152,0,1.0,0.171875,0.2924889108278405,1,United Kingdom,924.0,0.0,0.0
13679,2010-08-03 12:13:00,2009-12-04 16:52:00,3,5.6251999999999995,281.26,102,494,241,0.7411764705882353,0.1848,0.7576922925245783,1,United Kingdom,34.0,0.0,0.0
13680,2011-12-08 13:47:00,2009-12-04 14:14:00,12,17.539371165644173,11435.67,5252,1,733,8.824199966838004,0.18716831645903118,2.0079454322455725,1,United Kingdom,437.6666666666667,2.0106834312982982e-05,1.8646975460580295e-05
13681,2011-11-22 11:13:00,2011-07-07 15:21:00,4,14.523333333333333,827.83,360,18,137,0.5813953488372093,0.27670052323791927,0.583822576235642,1,United Kingdom,90.0,0.0,0.0
13682,2011-06-05 14:06:00,2011-06-05 14:06:00,1,19.833333333333332,59.5,10,187,0,1.0,0.3333333333333333,0.24743582965269678,1,United Kingdom,10.0,0.0,0.0
13683,2010-09-08 10:00:00,2010-09-08 10:00:00,1,25.860000000000003,258.6,180,458,0,1.0,0.42000000000000004,0.3269276099684465,1,United Kingdom,180.0,0.0,0.0
13684,2011-02-27 10:13:00,2010-03-28 14:48:00,4,5.476880733944954,596.98,235,286,335,0.45414847161572053,0.1717868866257049,2.6967338035603077,1,United Kingdom,58.75,3.829873202472949e-06,3.729395092116059e-05
13685,2011-12-07 11:41:00,2011-10-10 12:59:00,7,79.98564102564103,3119.44,5056,3,57,8.166666666666668,0.5345167652859962,2.5750627425772508,1,United Kingdom,722.2857142857143,0.0,0.0
13686,2011-06-10 09:10:00,2010-11-03 13:44:00,3,12.030588235294118,409.04,378,183,218,1.0,0.31833910034602075,0.3923006575791929,1,United Kingdom,126.0,0.0,0.0
13687,2010-09-27 16:30:00,2010-09-27 16:30:00,1,264.01866666666666,11880.84,87167,438,0,1.0,0.16148148148148148,1.1031975009260453,1,United Kingdom,87167.0,0.0,0.0
13688,2010-03-14 14:11:00,2010-03-14 14:11:00,1,75.1,375.5,130,635,0,1.0,0.3600000000000001,0.21150405016843965,1,United Kingdom,130.0,0.0,0.0
13689,2011-10-07 13:21:00,2010-09-21 10:27:00,2,139.94444444444446,1259.5,722,63,381,0.0,0.25925925925925924,0.4989222645924868,1,United Kingdom,361.0,0.0,0.0
13690,2011-10-11 15:03:00,2011-10-11 15:03:00,1,19.13888888888889,172.25,67,59,0,1.0,0.3827160493827161,0.5995130428024832,1,United Kingdom,67.0,0.0,0.0
13691,2010-11-08 17:34:00,2010-11-08 17:34:00,1,3.9769811320754718,210.78,144,396,0,1.0,0.20968316126735495,1.4775919621226747,1,United Kingdom,144.0,0.0,0.0
13692,2011-11-15 11:17:00,2010-10-15 13:28:00,5,32.44166666666667,3114.4,2101,25,395,1.1289845173041893,0.46354166666666663,1.277041032817429,1,United Kingdom,420.2,2.872404901854712e-06,5.594092638174088e-05
13693,2010-11-30 18:21:00,2009-12-07 11:29:00,9,18.97943396226415,2011.82,880,374,358,1.572697003329634,0.2324670701317194,0.42793259122209215,1,United Kingdom,97.77777777777777,5.744809803709424e-06,7.458790184232118e-05
13694,2011-12-06 09:32:00,2009-12-04 15:26:00,143,128.8411868852459,196482.81,189205,4,731,2.9257142857142857,0.12713012631013165,0.8262961043819778,1,United Kingdom,1323.1118881118882,3.159645392040183e-05,0.00039158648467218615
13695,2011-11-08 14:26:00,2010-05-11 11:07:00,16,28.861770833333335,2770.73,1791,31,546,0.21123595505617976,0.22916666666666666,0.8588262562391171,1,United Kingdom,111.9375,0.0,0.0
13696,2010-10-14 09:44:00,2010-02-11 14:17:00,3,84.18333333333334,2020.4,552,422,244,1.0,0.43055555555555564,1.7258960400648988,1,United Kingdom,184.0,9.574683006182372e-07,1.8646975460580295e-05
13697,2011-11-01 09:14:00,2011-11-01 09:14:00,1,12.608333333333333,151.29999999999998,177,39,0,1.0,0.48611111111111105,0.31401349861670325,1,United Kingdom,177.0,0.0,0.0
13698,2010-04-22 11:52:00,2010-01-27 09:02:00,2,11.638250000000001,465.53000000000003,231,597,85,0.0,0.335,1.0642896145866507,1,United Kingdom,115.5,0.0,0.0
13699,2011-07-07 16:51:00,2010-06-07 13:03:00,2,20.6527027027027,764.15,219,155,395,1.0,0.2768444119795471,0.3587608745696038,1,United Kingdom,109.5,2.872404901854712e-06,1.8646975460580295e-05
13700,2011-11-13 13:00:00,2010-02-07 10:53:00,13,10.754979423868313,2613.46,2809,26,644,0.49882903981264637,0.3381767684465444,1.1671318202079362,1,United Kingdom,216.07692307692307,3.829873202472949e-06,1.8646975460580295e-05
13701,2010-09-19 12:39:00,2010-09-19 12:39:00,1,17.88888888888889,161.0,80,447,0,1.0,0.35802469135802467,0.31858995016208036,1,United Kingdom,80.0,9.574683006182372e-07,1.8646975460580295e-05
13702,2010-09-20 11:40:00,2010-09-20 11:40:00,1,27.036,135.18,74,446,0,1.0,0.3600000000000001,0.34421337488488163,1,United Kingdom,74.0,0.0,0.0
13703,2011-01-25 13:10:00,2010-10-20 13:11:00,2,11.501621621621622,425.56,128,318,96,1.0,0.38933528122717304,1.4502529084563056,1,United Kingdom,64.0,3.4468858822256545e-05,1.8646975460580295e-05
13704,2011-12-04 15:13:00,2011-09-12 14:40:00,9,17.224328358208954,2308.06,1531,5,83,4.714285714285714,0.2728892849186901,0.4746588405794161,1,United Kingdom,170.11111111111111,9.574683006182372e-07,1.8646975460580295e-05
13705,2011-12-02 12:32:00,2010-03-25 17:19:00,7,24.23011904761905,2035.33,1009,8,616,2.348280423280423,0.2706916099773243,1.0387773642591127,1,United Kingdom,144.14285714285714,0.0,0.0
13706,2011-02-10 09:21:00,2010-03-23 09:18:00,2,16.609736842105264,631.17,301,303,324,0.0,0.44321329639889195,0.4615732867072932,1,United Kingdom,150.5,0.0,0.0
13707,2011-03-17 18:03:00,2010-06-21 11:57:00,5,21.715225806451613,3365.86,2210,267,269,1.528301886792453,0.3700728407908429,0.7131465433948617,1,United Kingdom,442.0,0.0,0.0
13708,2011-03-13 13:46:00,2011-03-13 13:46:00,1,5.8976,294.88,305,271,0,1.0,0.2136,0.6280399101378881,1,United Kingdom,305.0,0.0,0.0
13709,2011-12-06 10:28:00,2010-01-11 10:40:00,18,18.60723039215686,7591.75,4130,4,693,0.16136724960254373,0.23345588235294118,0.8312020378894742,1,United Kingdom,229.44444444444446,9.574683006182373e-06,7.458790184232118e-05
13710,2011-11-08 08:16:00,2010-04-06 12:54:00,3,33.967999999999996,509.52,336,32,580,0.0,0.36,0.6262039570111316,1,United Kingdom,112.0,0.0,0.0
13711,2011-05-05 10:31:00,2009-12-15 19:04:00,9,19.48108695652174,1792.26,819,219,505,11.945080091533182,0.2478733459357278,0.3987053664795371,1,United Kingdom,91.0,1.053215130680061e-05,0.00011188185276348176
13712,2011-04-07 12:33:00,2010-04-08 11:16:00,2,23.224848484848483,766.42,1128,247,364,1.0,0.35720844811753893,0.7833850030406904,1,United Kingdom,564.0,0.0,0.0
13713,2010-10-27 16:18:00,2010-05-05 16:48:00,3,9.064146341463415,743.26,286,408,174,0.5537244561634805,0.22575847709696606,0.9148087682198363,1,United Kingdom,95.33333333333333,0.0,0.0
13714,2010-08-31 13:57:00,2010-08-31 13:57:00,1,5.378333333333333,161.35,50,465,0,1.0,0.2666666666666666,0.8355201748541301,1,United Kingdom,50.0,0.0,0.0
13715,2011-03-03 19:21:00,2010-03-11 15:33:00,17,15.886310861423222,8483.29,4934,281,357,1.6377823175575985,0.2313891343685561,1.0025785788569146,1,United Kingdom,290.2352941176471,5.744809803709424e-06,7.458790184232118e-05
13716,2011-03-15 13:49:00,2011-03-15 13:49:00,1,6.584761904761905,138.28,138,269,0,1.0,0.2517006802721088,0.7727244587705242,1,United Kingdom,138.0,0.0,0.0
13717,2011-11-07 14:13:00,2010-08-11 09:40:00,8,14.220161290322581,1763.3,2144,32,453,0.4365729696089617,0.17806971904266394,0.4580007452055919,1,United Kingdom,268.0,2.872404901854712e-06,5.594092638174088e-05
13718,2011-04-07 13:24:00,2011-02-17 11:58:00,2,25.545833333333334,306.55,173,246,49,1.0,0.25,1.092303675530452,1,United Kingdom,86.5,0.0,0.0
13719,2011-11-24 15:26:00,2010-05-17 14:36:00,11,11.25708,2814.27,1597,15,556,15.571393939393941,0.21647999999999995,0.6506522670721551,1,United Kingdom,145.1818181818182,0.0,0.0
13720,2011-08-15 12:46:00,2011-03-30 09:17:00,4,18.60232558139535,799.9,501,117,138,7.500000000000001,0.38561384532179555,0.5610005715385685,1,United Kingdom,125.25,0.0,0.0
13721,2011-11-03 14:05:00,2010-11-09 17:59:00,2,17.655714285714286,741.54,512,36,358,0.0,0.30839002267573695,0.40025690360677246,1,United Kingdom,256.0,0.0,0.0
13722,2011-07-31 12:44:00,2010-03-03 14:13:00,10,29.816984126984128,5635.41,3059,132,514,1.2901785714285714,0.3031550068587105,0.62782052793318,1,United Kingdom,305.9,9.574683006182372e-07,1.8646975460580295e-05
13723,2011-05-06 17:04:00,2010-04-07 14:32:00,6,20.494915254237288,1209.2,629,217,394,1.0153846153846153,0.22608445848894,0.7754591538896417,1,United Kingdom,104.83333333333333,0.0,0.0
13724,2010-03-12 15:28:00,2010-03-12 15:28:00,1,5.071666666666666,213.01,130,637,0,1.0,0.2902494331065759,0.5157792739585148,1,United Kingdom,130.0,0.0,0.0
13725,2011-10-21 10:03:00,2011-02-04 12:18:00,8,19.043846153846154,1980.56,806,50,258,82.71153846153845,0.2540680473372781,0.8273278169696306,1,United Kingdom,100.75,1.3404556208655321e-05,5.594092638174088e-05
13726,2011-11-01 10:49:00,2011-08-31 11:06:00,2,25.70619047619047,1079.6599999999999,1054,39,61,1.0,0.37528344671201813,1.5080411487040961,1,United Kingdom,527.0,0.0,0.0
13727,2011-11-11 09:46:00,2009-12-09 13:25:00,8,12.857738095238094,1080.05,370,29,701,4.855921855921856,0.15164399092970524,0.8407924475002935,1,United Kingdom,46.25,9.574683006182372e-07,1.8646975460580295e-05
13728,2011-11-03 10:49:00,2009-12-09 17:13:00,16,17.409573170731708,2855.17,1269,37,693,1.5296232253367308,0.260261748958953,0.35210704201862864,1,United Kingdom,79.3125,0.0,0.0
13729,2010-09-30 10:44:00,2010-01-24 14:57:00,3,18.582820512820515,724.73,419,436,248,1.0,0.2991452991452991,0.5899393789454715,1,United Kingdom,139.66666666666666,4.787341503091187e-06,3.729395092116059e-05
13730,2011-07-27 08:35:00,2011-07-01 12:47:00,2,17.50232558139535,752.6,488,136,25,1.0,0.6127636560302866,0.49548358886069627,1,United Kingdom,244.0,0.0,0.0
13731,2011-05-04 14:33:00,2011-04-07 10:10:00,2,16.068157894736842,610.59,278,219,27,1.0,0.29085872576177285,0.21952166618946523,1,United Kingdom,139.0,0.0,0.0
13732,2011-11-11 15:49:00,2011-11-11 15:49:00,1,14.904848484848486,491.86,498,28,0,1.0,0.2525252525252525,0.3684875338006919,1,United Kingdom,498.0,0.0,0.0
13733,2010-10-25 12:18:00,2009-12-04 15:28:00,2,16.794137931034484,487.03000000000003,335,411,324,0.0,0.31510107015457783,0.6567988173806112,1,United Kingdom,167.5,9.574683006182372e-07,1.8646975460580295e-05
13734,2010-07-19 12:04:00,2010-04-16 08:42:00,4,239.34428571428575,6701.640000000001,303,509,94,0.09948979591836735,0.20153061224489796,3.241125193179264,1,United Kingdom,75.75,1.9149366012364744e-06,3.729395092116059e-05
13735,2011-11-15 11:14:00,2009-12-13 13:31:00,13,14.959176829268293,9813.22,4158,25,701,1.1121006004892875,0.3017874405116003,0.8895044571136443,1,United Kingdom,319.84615384615387,2.5851644116692407e-05,0.00016782277914522266
13736,2011-12-04 15:19:00,2009-12-06 12:07:00,7,4.966265709156194,2766.21,1552,5,728,1.6593406593406594,0.2179314034855874,0.8971613689633401,1,United Kingdom,221.71428571428572,1.053215130680061e-05,9.323487730290146e-05
13737,2011-05-23 16:32:00,2011-05-23 16:32:00,1,11.319999999999999,339.59999999999997,125,200,0,1.0,0.17777777777777778,1.326733575116378,1,United Kingdom,125.0,0.0,0.0
13738,2010-11-08 15:23:00,2010-11-08 15:23:00,1,4.792717391304348,440.93,240,396,0,1.0,0.3296313799621928,1.1844678104649056,1,United Kingdom,240.0,0.0,0.0
13739,2011-11-21 13:35:00,2010-06-30 10:25:00,2,48.699999999999996,292.2,76,18,509,1.0,0.22222222222222227,0.673288389016596,1,United Kingdom,38.0,0.0,0.0
13740,2011-04-13 10:32:00,2009-12-02 12:22:00,5,16.818631578947368,1597.77,991,241,496,1.1428571428571428,0.27645429362880897,0.4941904167447565,1,United Kingdom,198.2,0.0,0.0
13741,2011-09-29 09:19:00,2011-05-06 13:43:00,3,19.65970588235294,668.4300000000001,218,72,145,3.194295900178253,0.22837370242214533,0.3647200365838657,1,United Kingdom,72.66666666666667,9.574683006182372e-07,1.8646975460580295e-05
13742,2011-11-23 11:07:00,2011-01-23 14:59:00,12,9.753956386292835,3131.02,1124,17,303,13.9,0.2720373443580711,1.0015446760233462,1,United Kingdom,93.66666666666667,1.9149366012364744e-06,3.729395092116059e-05
13743,2011-12-07 10:09:00,2011-03-25 14:46:00,7,32.72195121951219,1341.6,1776,3,256,0.7816901408450705,0.42534205829863175,0.4605485437840835,1,United Kingdom,253.71428571428572,9.574683006182372e-07,1.8646975460580295e-05
13744,2011-09-05 15:19:00,2011-02-20 14:08:00,2,16.060555555555553,1156.36,1249,95,197,1.0,0.4517746913580246,0.6818855977735775,1,United Kingdom,624.5,0.0,0.0
13745,2011-06-30 16:43:00,2010-06-11 17:19:00,2,13.881428571428572,777.36,1146,162,383,1.0,0.2793367346938775,0.7881286746342767,1,United Kingdom,573.0,2.872404901854712e-06,3.729395092116059e-05
13746,2010-10-22 11:55:00,2010-10-22 11:55:00,1,19.63222222222222,176.69,83,414,0,1.0,0.25925925925925924,0.5480477713557649,1,United Kingdom,83.0,0.0,0.0
13747,2010-12-01 10:37:00,2010-10-11 09:15:00,2,41.56666666666666,249.39999999999998,68,374,51,1.0,0.7222222222222223,0.7415119044651781,1,United Kingdom,34.0,0.0,0.0
13748,2011-09-05 09:45:00,2009-12-01 16:44:00,9,38.44661016949152,2268.35,1108,96,642,0.8028169014084507,0.557023843723068,1.1300551534222048,1,United Kingdom,123.11111111111111,0.0,0.0
13750,2011-10-17 12:16:00,2010-04-01 14:49:00,11,48.02906666666667,3602.1800000000003,1370,54,563,6.859154929577465,0.2714666666666667,1.5215166485424032,1,United Kingdom,124.54545454545455,1.9149366012364744e-06,3.729395092116059e-05
13751,2011-02-24 15:56:00,2011-02-24 15:56:00,1,32.916666666666664,296.25,152,288,0,1.0,0.3333333333333333,1.5716612699855226,1,United Kingdom,152.0,0.0,0.0
13752,2011-08-07 14:16:00,2010-06-30 10:23:00,7,16.744526315789475,1590.73,1007,124,403,0.28115015974440893,0.24033240997229913,0.772156081846644,1,United Kingdom,143.85714285714286,0.0,0.0
13753,2011-02-25 12:48:00,2009-12-03 10:20:00,4,26.182125000000003,2094.57,1450,288,449,2.190217391304348,0.34343750000000006,0.6267167048641743,1,United Kingdom,362.5,0.0,0.0
13754,2011-07-11 11:51:00,2010-09-28 15:29:00,3,21.288095238095238,447.05,315,152,285,1.3865546218487395,0.44217687074829926,0.5116783283361888,1,United Kingdom,105.0,0.0,0.0
13755,2011-12-06 12:26:00,2011-10-07 15:45:00,9,6.319736842105263,2161.35,1264,4,59,0.5523066926575698,0.1882459560206559,1.1780501823841805,1,United Kingdom,140.44444444444446,9.574683006182372e-07,1.8646975460580295e-05
13756,2011-12-07 16:44:00,2009-12-15 15:18:00,23,26.458333333333332,9207.5,5441,2,722,1.363356783146888,0.3138459505879244,1.4643967620620033,1,United Kingdom,236.56521739130434,1.9149366012364744e-06,3.729395092116059e-05
13757,2010-02-03 12:37:00,2010-02-03 12:37:00,1,24.44375,195.55,54,675,0,1.0,0.375,2.130268594249439,1,United Kingdom,54.0,0.0,0.0
13758,2011-11-28 11:11:00,2009-12-01 10:06:00,14,30.240714285714283,9314.14,5067,12,727,1.0736741644522625,0.2757842806544105,0.9115757390070228,1,United Kingdom,361.92857142857144,5.744809803709424e-06,7.458790184232118e-05
13759,2011-11-06 14:47:00,2011-09-29 15:40:00,2,26.376400000000004,659.4100000000001,287,33,37,1.0,0.25120000000000003,1.214862251160276,1,United Kingdom,143.5,0.0,0.0
13760,2011-10-16 16:13:00,2010-04-25 13:10:00,5,11.459159663865545,1363.6399999999999,623,54,539,1.8465608465608467,0.37758632864910674,1.9789325821472177,1,United Kingdom,124.6,9.574683006182372e-07,1.8646975460580295e-05
13761,2011-10-20 14:01:00,2010-02-21 11:08:00,6,16.001393442622952,1952.17,1079,50,606,0.26712683347713545,0.24684224670787425,0.6627311850015662,1,United Kingdom,179.83333333333334,0.0,0.0
13762,2011-05-05 09:15:00,2010-01-10 12:13:00,5,70.64228571428572,2472.48,2608,219,479,4.482758620689656,0.45959183673469384,0.6810279832681941,1,United Kingdom,521.6,6.702278104327661e-06,1.8646975460580295e-05
13763,2011-10-07 15:13:00,2010-09-30 17:39:00,3,104.34880000000001,5217.4400000000005,3224,63,371,1.0,0.35840000000000005,0.47078707272998604,1,United Kingdom,1074.6666666666667,2.872404901854712e-06,5.594092638174088e-05
13764,2011-09-30 12:03:00,2010-03-07 12:56:00,6,7.867139037433155,2942.31,2095,71,571,0.8703208556149732,0.2547256141153593,0.6202075265339804,1,United Kingdom,349.1666666666667,0.0,0.0
13765,2010-02-24 13:46:00,2010-02-24 13:46:00,1,22.05125,352.82,296,653,0,1.0,0.7734375,0.39300954335896543,1,United Kingdom,296.0,0.0,0.0
13766,2010-08-01 14:25:00,2010-08-01 14:25:00,1,11.197058823529412,190.35,137,495,0,1.0,0.1903114186851211,0.42436197511680984,1,United Kingdom,137.0,0.0,0.0
13767,2011-12-07 15:00:00,2009-12-01 10:52:00,73,44.705069182389934,35540.53,15235,2,736,1.0142857142857145,0.3009675250187889,1.0477788595898114,1,United Kingdom,208.6986301369863,4.404354182843891e-05,0.00042888043559334674
13768,2009-12-13 10:41:00,2009-12-09 10:25:00,2,26.544545454545457,875.97,373,727,4,1.0,0.31129476584022037,0.6354294385565457,1,United Kingdom,186.5,9.574683006182373e-06,0.00011188185276348176
13769,2011-12-07 15:08:00,2009-12-16 11:59:00,20,20.352350877192983,5800.42,2574,2,721,1.0313390313390314,0.2115974145891043,1.0139410653361438,1,United Kingdom,128.7,1.1489619607418847e-05,0.00016782277914522266
13770,2010-10-13 15:10:00,2009-12-09 14:44:00,4,16.361875,785.37,468,422,308,0.04579067121729238,0.30642361111111116,1.7967926730620651,1,United Kingdom,117.0,0.0,0.0
13771,2011-10-06 14:18:00,2010-02-25 12:37:00,9,26.522314814814813,5728.82,3140,64,588,0.44743130227001193,0.30191186556927296,0.7431835548995399,1,United Kingdom,348.8888888888889,9.574683006182372e-07,1.8646975460580295e-05
13772,2011-11-06 11:43:00,2010-02-23 13:55:00,8,5.416034782608695,3114.22,1456,34,620,1.4484126984126984,0.23861776937618148,1.2330894053229262,1,United Kingdom,182.0,1.9149366012364744e-06,1.8646975460580295e-05
13773,2010-11-08 11:49:00,2010-02-18 10:27:00,2,15.870526315789474,301.54,174,397,263,0.0,0.4736842105263157,0.5160345456707103,1,United Kingdom,87.0,0.0,0.0
13774,2011-09-19 12:06:00,2011-09-19 12:06:00,1,15.681818181818182,345.0,192,82,0,1.0,0.4380165289256198,0.20812522687293722,1,United Kingdom,192.0,0.0,0.0
13775,2010-04-28 12:15:00,2010-04-28 12:15:00,1,16.661269841269842,1049.66,455,591,0,1.0,0.2537163013353489,0.9256022705214668,1,United Kingdom,455.0,0.0,0.0
13777,2011-12-09 12:25:00,2009-12-02 09:47:00,61,144.44608695652173,56478.42,26742,1,737,1.0226628895184136,0.16900072605490546,1.355303209137365,1,United Kingdom,438.39344262295083,4.11711369265842e-05,0.00022376370552696352
13778,2011-08-28 15:25:00,2010-05-23 13:34:00,4,25.55659090909091,1124.49,511,103,462,1.0,0.23037190082644632,0.9549689447268704,1,United Kingdom,127.75,9.574683006182372e-07,1.8646975460580295e-05
13779,2010-07-12 11:24:00,2010-07-12 11:24:00,1,5.967777777777777,161.13,53,516,0,1.0,0.28943758573388195,0.9693713401322722,1,United Kingdom,53.0,0.0,0.0
13780,2011-12-02 13:49:00,2010-10-28 19:51:00,3,7.3582,735.82,481,7,399,0.676864406779661,0.228,1.4839176027869605,1,United Kingdom,160.33333333333334,0.0,0.0
13781,2011-04-03 12:08:00,2009-12-18 15:46:00,3,13.663684210526316,778.83,300,251,470,2.6640625,0.2736226531240381,0.43791369536544195,1,United Kingdom,100.0,9.574683006182372e-07,1.8646975460580295e-05
13782,2011-11-27 11:54:00,2009-12-06 12:52:00,13,7.351311475409836,1793.72,649,13,720,1.568266556193407,0.1876511690405805,0.7709514366225141,1,United Kingdom,49.92307692307692,9.574683006182372e-07,1.8646975460580295e-05
13783,2010-08-09 09:23:00,2010-02-04 13:47:00,4,154.209,1542.09,3437,488,185,3.6363636363636362,1.0,0.48523361654442987,1,United Kingdom,859.25,0.0,0.0
13784,2011-11-30 09:33:00,2010-09-15 12:27:00,14,67.67976744186046,2910.23,2827,10,440,0.9035087719298246,0.38236884802596,0.799261200632712,1,United Kingdom,201.92857142857142,1.9149366012364744e-06,1.8646975460580295e-05
13785,2010-10-07 09:25:00,2010-09-05 16:01:00,4,18.083000000000002,542.49,151,429,31,1.0,0.29555555555555557,0.24759650642291284,1,United Kingdom,37.75,0.0,0.0
13786,2010-12-07 13:53:00,2009-12-03 15:32:00,6,27.088225806451614,3358.94,1652,367,368,1.837071572580645,0.3031997918834547,0.9205641526054069,1,United Kingdom,275.3333333333333,1.9149366012364744e-06,3.729395092116059e-05
13787,2011-09-25 12:06:00,2010-01-14 10:13:00,6,14.215116279069768,1222.5,998,76,619,1.5877288471053934,0.1936181719848567,0.6353213627796931,1,United Kingdom,166.33333333333334,7.659746404945898e-06,5.594092638174088e-05
13788,2010-07-22 15:50:00,2010-07-22 15:50:00,1,3.75,3.75,1,505,0,1.0,1.0,0.0,1,United Kingdom,1.0,0.0,0.0
13789,2010-11-16 15:31:00,2010-11-16 15:31:00,1,13.303333333333333,239.45999999999998,258,388,0,1.0,0.4320987654320988,0.32657077917733673,1,United Kingdom,258.0,0.0,0.0
13790,2011-12-05 15:48:00,2011-12-05 15:48:00,1,7.751111111111111,348.8,748,4,0,1.0,0.48246913580246914,0.7459463585821463,1,United Kingdom,748.0,0.0,0.0
13791,2011-08-04 11:44:00,2011-06-24 16:38:00,2,137.8181818181818,1516.0,1200,128,40,1.0,0.3553719008264462,0.4817725382168766,1,United Kingdom,600.0,5.744809803709424e-06,1.8646975460580295e-05
13792,2011-10-04 14:31:00,2010-10-13 11:05:00,3,16.693478260869565,383.95,156,66,356,1.6370370370370368,0.36105860113421545,0.3962811744941762,1,United Kingdom,52.0,0.0,0.0
13793,2010-03-03 08:25:00,2010-03-03 08:25:00,1,13.714285714285714,96.0,52,647,0,1.0,0.7551020408163265,0.3121091305537216,1,United Kingdom,52.0,0.0,0.0
13794,2010-06-11 12:30:00,2010-06-11 12:30:00,1,14.003333333333334,126.03,63,547,0,1.0,0.18518518518518517,0.2603375313155691,1,United Kingdom,63.0,0.0,0.0
13795,2010-11-16 17:25:00,2010-03-12 12:44:00,4,28.837931034482757,836.3,1250,388,249,0.9,0.24851367419738407,0.817898212909738,1,United Kingdom,312.5,0.0,0.0
13796,2010-07-28 14:45:00,2010-07-28 14:45:00,1,13.168181818181818,289.7,218,499,0,1.0,0.2314049586776859,0.32867917008409464,1,United Kingdom,218.0,0.0,0.0
13797,2010-09-29 10:34:00,2010-03-02 12:17:00,3,15.121153846153847,1179.45,573,437,210,1.6157091853294385,0.36850756081525315,0.5298428276805282,1,United Kingdom,191.0,1.9149366012364744e-06,1.8646975460580295e-05
13798,2011-12-08 15:51:00,2009-12-08 16:21:00,110,105.03721606648199,75836.87,48347,1,729,1.0604982802052039,0.1629284612610401,0.6687903157102544,1,United Kingdom,439.5181818181818,0.00018383391371870156,0.00027970463190870443
13799,2011-08-15 12:07:00,2010-03-05 16:39:00,9,26.448773584905663,2803.57,1539,117,527,2.0430632630410654,0.28978284086863654,1.119710767676431,1,United Kingdom,171.0,9.574683006182373e-06,7.458790184232118e-05
13800,2011-02-03 12:27:00,2009-12-03 10:03:00,3,23.00767123287671,1679.56,891,310,427,0.39215686274509803,0.3683617939575906,0.9454562488784999,1,United Kingdom,297.0,0.0,0.0
13801,2011-10-04 10:15:00,2011-10-04 10:15:00,1,14.121739130434783,324.8,168,67,0,1.0,0.3156899810964084,0.2722608391027599,1,United Kingdom,168.0,0.0,0.0
13802,2011-07-24 10:54:00,2010-02-16 10:11:00,19,58.61408482142857,26259.11,14129,139,523,3.0177176339285716,0.1686563297193877,1.1950902629631293,1,United Kingdom,743.6315789473684,8.617214705564136e-06,9.323487730290146e-05
13803,2011-03-29 12:57:00,2010-03-31 10:00:00,3,17.16551282051282,1338.91,831,255,363,0.9170437405731523,0.41354372123602895,0.43539243236192743,1,United Kingdom,277.0,9.574683006182372e-07,1.8646975460580295e-05
13804,2011-11-09 12:32:00,2010-09-29 10:26:00,9,18.985325443786984,3208.52,1833,31,406,0.44802867383512546,0.28419873253737615,0.4474910544738406,1,United Kingdom,203.66666666666666,0.0,0.0
13805,2011-10-18 14:50:00,2011-08-02 15:29:00,2,71.12307692307692,924.6,1900,52,76,0.0,0.2071005917159764,0.7500007292203984,1,United Kingdom,950.0,0.0,0.0
13806,2011-10-07 11:43:00,2011-10-07 11:43:00,1,25.637999999999998,256.38,56,64,0,1.0,0.5399999999999999,0.6469703664669832,1,United Kingdom,56.0,0.0,0.0
13807,2010-12-07 15:48:00,2009-12-04 12:41:00,3,16.7125,534.8,152,367,368,1.205357142857143,0.240234375,0.42411885261840715,1,United Kingdom,50.666666666666664,1.9149366012364744e-06,1.8646975460580295e-05
13808,2011-12-04 12:18:00,2011-09-04 12:07:00,5,22.995526315789476,1747.66,782,6,91,1.9149122807017542,0.21468144044321333,0.7840164518119924,1,United Kingdom,156.4,0.0,0.0
13809,2011-02-07 13:15:00,2010-09-05 11:42:00,3,27.188000000000002,679.7,281,305,155,1.3692307692307693,0.184,1.9851260015193906,1,Cyprus,93.66666666666667,0.0,0.0
13810,2011-11-11 08:33:00,2011-10-14 12:57:00,2,25.8596875,827.51,307,29,27,1.0,0.392578125,0.7845496506095299,1,Germany,153.5,9.574683006182372e-07,1.8646975460580295e-05
13811,2011-06-09 09:54:00,2011-04-14 18:40:00,2,51.975,519.75,63,184,55,1.0,1.0,0.2902828936369355,1,Germany,31.5,9.574683006182372e-07,1.8646975460580295e-05
